Λ_TeV,sin2_MZ,RG_ok,λ_min,SPD_ok
3.99,0.23700000000000002,False,17031966.390581507,True
3.99,0.23700000000000002,False,17031966.390581507,True
3.99,0.23700000000000002,False,17031966.390581507,True
3.99,0.23700000000000002,False,17031966.390581507,True
3.99,0.23700000000000002,False,17031966.390581507,True
3.99,0.23700000000000002,False,17031966.390581507,True
3.99,0.23700000000000002,False,17031966.390581507,True
3.99,0.23700000000000002,False,17031966.390581507,True
3.99,0.23700000000000002,False,17031966.390581507,True
3.99,0.23700000000000002,False,17031966.390581507,True
3.99,0.23700000000000002,False,17031966.390581507,True
3.99,0.23700000000000002,False,17031966.390581507,True
3.99,0.23700000000000002,False,17031966.390581507,True
3.99,0.23700000000000002,False,17031966.390581507,True
3.99,0.23700000000000002,False,17031966.390581507,True
3.99,0.23700000000000002,False,17031966.390581507,True
3.99,0.23700000000000002,False,17031966.390581507,True
3.99,0.23700000000000002,False,17031966.390581507,True
3.99,0.23700000000000002,False,17031966.390581507,True
4.32,0.231,True,17033064.579946164,True
4.32,0.231,True,17033064.579946164,True
4.32,0.231,True,17033064.579946164,True
4.32,0.231,True,17033064.579946164,True
4.32,0.231,True,17033064.579946164,True
4.32,0.231,True,17033064.579946164,True
4.32,0.231,True,17033064.579946164,True
4.32,0.231,True,17033064.579946164,True
4.32,0.231,True,17033064.579946164,True
4.32,0.231,True,17033064.579946164,True
4.32,0.231,True,17033064.579946164,True
4.32,0.231,True,17033064.579946164,True
4.32,0.231,True,17033064.579946164,True
4.32,0.231,True,17033064.579946164,True
4.32,0.231,True,17033064.579946164,True
4.32,0.231,True,17033064.579946164,True
4.32,0.231,True,17033064.579946164,True
4.32,0.231,True,17033064.579946164,True
4.32,0.231,True,17033064.579946164,True
4.32,0.231,True,17033064.579946164,True
4.32,0.23125,True,17033064.579946164,True
4.32,0.23125,True,17033064.579946164,True
4.32,0.23125,True,17033064.579946164,True
4.32,0.23125,True,17033064.579946164,True
4.32,0.23125,True,17033064.579946164,True
4.32,0.23125,True,17033064.579946164,True
4.32,0.23125,True,17033064.579946164,True
4.32,0.23125,True,17033064.579946164,True
4.32,0.23125,True,17033064.579946164,True
4.32,0.23125,True,17033064.579946164,True
4.32,0.23125,True,17033064.579946164,True
4.32,0.23125,True,17033064.579946164,True
4.32,0.23125,True,17033064.579946164,True
4.32,0.23125,True,17033064.579946164,True
4.32,0.23125,True,17033064.579946164,True
4.32,0.23125,True,17033064.579946164,True
4.32,0.23125,True,17033064.579946164,True
4.32,0.23125,True,17033064.579946164,True
4.32,0.23125,True,17033064.579946164,True
4.32,0.23125,True,17033064.579946164,True
4.32,0.2315,True,17033064.579946164,True
4.32,0.2315,True,17033064.579946164,True
4.32,0.2315,True,17033064.579946164,True
4.32,0.2315,True,17033064.579946164,True
4.32,0.2315,True,17033064.579946164,True
4.32,0.2315,True,17033064.579946164,True
4.32,0.2315,True,17033064.579946164,True
4.32,0.2315,True,17033064.579946164,True
4.32,0.2315,True,17033064.579946164,True
4.32,0.2315,True,17033064.579946164,True
4.32,0.2315,True,17033064.579946164,True
4.32,0.2315,True,17033064.579946164,True
4.32,0.2315,True,17033064.579946164,True
4.32,0.2315,True,17033064.579946164,True
4.32,0.2315,True,17033064.579946164,True
4.32,0.2315,True,17033064.579946164,True
4.32,0.2315,True,17033064.579946164,True
4.32,0.2315,True,17033064.579946164,True
4.32,0.2315,True,17033064.579946164,True
4.32,0.2315,True,17033064.579946164,True
4.32,0.23175,False,17033064.579946164,True
4.32,0.23175,False,17033064.579946164,True
4.32,0.23175,False,17033064.579946164,True
4.32,0.23175,False,17033064.579946164,True
4.32,0.23175,False,17033064.579946164,True
4.32,0.23175,False,17033064.579946164,True
4.32,0.23175,False,17033064.579946164,True
4.32,0.23175,False,17033064.579946164,True
4.32,0.23175,False,17033064.579946164,True
4.32,0.23175,False,17033064.579946164,True
4.32,0.23175,False,17033064.579946164,True
4.32,0.23175,False,17033064.579946164,True
4.32,0.23175,False,17033064.579946164,True
4.32,0.23175,False,17033064.579946164,True
4.32,0.23175,False,17033064.579946164,True
4.32,0.23175,False,17033064.579946164,True
4.32,0.23175,False,17033064.579946164,True
4.32,0.23175,False,17033064.579946164,True
4.32,0.23175,False,17033064.579946164,True
4.32,0.23175,False,17033064.579946164,True
4.32,0.232,False,17033064.579946164,True
4.32,0.232,False,17033064.579946164,True
4.32,0.232,False,17033064.579946164,True
4.32,0.232,False,17033064.579946164,True
4.32,0.232,False,17033064.579946164,True
4.32,0.232,False,17033064.579946164,True
4.32,0.232,False,17033064.579946164,True
4.32,0.232,False,17033064.579946164,True
4.32,0.232,False,17033064.579946164,True
4.32,0.232,False,17033064.579946164,True
4.32,0.232,False,17033064.579946164,True
4.32,0.232,False,17033064.579946164,True
4.32,0.232,False,17033064.579946164,True
4.32,0.232,False,17033064.579946164,True
4.32,0.232,False,17033064.579946164,True
4.32,0.232,False,17033064.579946164,True
4.32,0.232,False,17033064.579946164,True
4.32,0.232,False,17033064.579946164,True
4.32,0.232,False,17033064.579946164,True
4.32,0.232,False,17033064.579946164,True
4.32,0.23224999999999998,False,17033064.579946164,True
4.32,0.23224999999999998,False,17033064.579946164,True
4.32,0.23224999999999998,False,17033064.579946164,True
4.32,0.23224999999999998,False,17033064.579946164,True
4.32,0.23224999999999998,False,17033064.579946164,True
4.32,0.23224999999999998,False,17033064.579946164,True
4.32,0.23224999999999998,False,17033064.579946164,True
4.32,0.23224999999999998,False,17033064.579946164,True
4.32,0.23224999999999998,False,17033064.579946164,True
4.32,0.23224999999999998,False,17033064.579946164,True
4.32,0.23224999999999998,False,17033064.579946164,True
4.32,0.23224999999999998,False,17033064.579946164,True
4.32,0.23224999999999998,False,17033064.579946164,True
4.32,0.23224999999999998,False,17033064.579946164,True
4.32,0.23224999999999998,False,17033064.579946164,True
4.32,0.23224999999999998,False,17033064.579946164,True
4.32,0.23224999999999998,False,17033064.579946164,True
4.32,0.23224999999999998,False,17033064.579946164,True
4.32,0.23224999999999998,False,17033064.579946164,True
4.32,0.23224999999999998,False,17033064.579946164,True
4.32,0.2325,False,17033064.579946164,True
4.32,0.2325,False,17033064.579946164,True
4.32,0.2325,False,17033064.579946164,True
4.32,0.2325,False,17033064.579946164,True
4.32,0.2325,False,17033064.579946164,True
4.32,0.2325,False,17033064.579946164,True
4.32,0.2325,False,17033064.579946164,True
4.32,0.2325,False,17033064.579946164,True
4.32,0.2325,False,17033064.579946164,True
4.32,0.2325,False,17033064.579946164,True
4.32,0.2325,False,17033064.579946164,True
4.32,0.2325,False,17033064.579946164,True
4.32,0.2325,False,17033064.579946164,True
4.32,0.2325,False,17033064.579946164,True
4.32,0.2325,False,17033064.579946164,True
4.32,0.2325,False,17033064.579946164,True
4.32,0.2325,False,17033064.579946164,True
4.32,0.2325,False,17033064.579946164,True
4.32,0.2325,False,17033064.579946164,True
4.32,0.2325,False,17033064.579946164,True
4.32,0.23275000000000004,False,17033064.579946164,True
4.32,0.23275000000000004,False,17033064.579946164,True
4.32,0.23275000000000004,False,17033064.579946164,True
4.32,0.23275000000000004,False,17033064.579946164,True
4.32,0.23275000000000004,False,17033064.579946164,True
4.32,0.23275000000000004,False,17033064.579946164,True
4.32,0.23275000000000004,False,17033064.579946164,True
4.32,0.23275000000000004,False,17033064.579946164,True
4.32,0.23275000000000004,False,17033064.579946164,True
4.32,0.23275000000000004,False,17033064.579946164,True
4.32,0.23275000000000004,False,17033064.579946164,True
4.32,0.23275000000000004,False,17033064.579946164,True
4.32,0.23275000000000004,False,17033064.579946164,True
4.32,0.23275000000000004,False,17033064.579946164,True
4.32,0.23275000000000004,False,17033064.579946164,True
4.32,0.23275000000000004,False,17033064.579946164,True
4.32,0.23275000000000004,False,17033064.579946164,True
4.32,0.23275000000000004,False,17033064.579946164,True
4.32,0.23275000000000004,False,17033064.579946164,True
4.32,0.23275000000000004,False,17033064.579946164,True
4.32,0.233,False,17033064.579946164,True
4.32,0.233,False,17033064.579946164,True
4.32,0.233,False,17033064.579946164,True
4.32,0.233,False,17033064.579946164,True
4.32,0.233,False,17033064.579946164,True
4.32,0.233,False,17033064.579946164,True
4.32,0.233,False,17033064.579946164,True
4.32,0.233,False,17033064.579946164,True
4.32,0.233,False,17033064.579946164,True
4.32,0.233,False,17033064.579946164,True
4.32,0.233,False,17033064.579946164,True
4.32,0.233,False,17033064.579946164,True
4.32,0.233,False,17033064.579946164,True
4.32,0.233,False,17033064.579946164,True
4.32,0.233,False,17033064.579946164,True
4.32,0.233,False,17033064.579946164,True
4.32,0.233,False,17033064.579946164,True
4.32,0.233,False,17033064.579946164,True
4.32,0.233,False,17033064.579946164,True
4.32,0.233,False,17033064.579946164,True
4.32,0.23324999999999999,False,17033064.579946164,True
4.32,0.23324999999999999,False,17033064.579946164,True
4.32,0.23324999999999999,False,17033064.579946164,True
4.32,0.23324999999999999,False,17033064.579946164,True
4.32,0.23324999999999999,False,17033064.579946164,True
4.32,0.23324999999999999,False,17033064.579946164,True
4.32,0.23324999999999999,False,17033064.579946164,True
4.32,0.23324999999999999,False,17033064.579946164,True
4.32,0.23324999999999999,False,17033064.579946164,True
4.32,0.23324999999999999,False,17033064.579946164,True
4.32,0.23324999999999999,False,17033064.579946164,True
4.32,0.23324999999999999,False,17033064.579946164,True
4.32,0.23324999999999999,False,17033064.579946164,True
4.32,0.23324999999999999,False,17033064.579946164,True
4.32,0.23324999999999999,False,17033064.579946164,True
4.32,0.23324999999999999,False,17033064.579946164,True
4.32,0.23324999999999999,False,17033064.579946164,True
4.32,0.23324999999999999,False,17033064.579946164,True
4.32,0.23324999999999999,False,17033064.579946164,True
4.32,0.23324999999999999,False,17033064.579946164,True
4.32,0.2335,False,17033064.579946164,True
4.32,0.2335,False,17033064.579946164,True
4.32,0.2335,False,17033064.579946164,True
4.32,0.2335,False,17033064.579946164,True
4.32,0.2335,False,17033064.579946164,True
4.32,0.2335,False,17033064.579946164,True
4.32,0.2335,False,17033064.579946164,True
4.32,0.2335,False,17033064.579946164,True
4.32,0.2335,False,17033064.579946164,True
4.32,0.2335,False,17033064.579946164,True
4.32,0.2335,False,17033064.579946164,True
4.32,0.2335,False,17033064.579946164,True
4.32,0.2335,False,17033064.579946164,True
4.32,0.2335,False,17033064.579946164,True
4.32,0.2335,False,17033064.579946164,True
4.32,0.2335,False,17033064.579946164,True
4.32,0.2335,False,17033064.579946164,True
4.32,0.2335,False,17033064.579946164,True
4.32,0.2335,False,17033064.579946164,True
4.32,0.2335,False,17033064.579946164,True
4.32,0.23375000000000004,False,17033064.579946164,True
4.32,0.23375000000000004,False,17033064.579946164,True
4.32,0.23375000000000004,False,17033064.579946164,True
4.32,0.23375000000000004,False,17033064.579946164,True
4.32,0.23375000000000004,False,17033064.579946164,True
4.32,0.23375000000000004,False,17033064.579946164,True
4.32,0.23375000000000004,False,17033064.579946164,True
4.32,0.23375000000000004,False,17033064.579946164,True
4.32,0.23375000000000004,False,17033064.579946164,True
4.32,0.23375000000000004,False,17033064.579946164,True
4.32,0.23375000000000004,False,17033064.579946164,True
4.32,0.23375000000000004,False,17033064.579946164,True
4.32,0.23375000000000004,False,17033064.579946164,True
4.32,0.23375000000000004,False,17033064.579946164,True
4.32,0.23375000000000004,False,17033064.579946164,True
4.32,0.23375000000000004,False,17033064.579946164,True
4.32,0.23375000000000004,False,17033064.579946164,True
4.32,0.23375000000000004,False,17033064.579946164,True
4.32,0.23375000000000004,False,17033064.579946164,True
4.32,0.23375000000000004,False,17033064.579946164,True
4.32,0.234,False,17033064.579946164,True
4.32,0.234,False,17033064.579946164,True
4.32,0.234,False,17033064.579946164,True
4.32,0.234,False,17033064.579946164,True
4.32,0.234,False,17033064.579946164,True
4.32,0.234,False,17033064.579946164,True
4.32,0.234,False,17033064.579946164,True
4.32,0.234,False,17033064.579946164,True
4.32,0.234,False,17033064.579946164,True
4.32,0.234,False,17033064.579946164,True
4.32,0.234,False,17033064.579946164,True
4.32,0.234,False,17033064.579946164,True
4.32,0.234,False,17033064.579946164,True
4.32,0.234,False,17033064.579946164,True
4.32,0.234,False,17033064.579946164,True
4.32,0.234,False,17033064.579946164,True
4.32,0.234,False,17033064.579946164,True
4.32,0.234,False,17033064.579946164,True
4.32,0.234,False,17033064.579946164,True
4.32,0.234,False,17033064.579946164,True
4.32,0.23424999999999999,False,17033064.579946164,True
4.32,0.23424999999999999,False,17033064.579946164,True
4.32,0.23424999999999999,False,17033064.579946164,True
4.32,0.23424999999999999,False,17033064.579946164,True
4.32,0.23424999999999999,False,17033064.579946164,True
4.32,0.23424999999999999,False,17033064.579946164,True
4.32,0.23424999999999999,False,17033064.579946164,True
4.32,0.23424999999999999,False,17033064.579946164,True
4.32,0.23424999999999999,False,17033064.579946164,True
4.32,0.23424999999999999,False,17033064.579946164,True
4.32,0.23424999999999999,False,17033064.579946164,True
4.32,0.23424999999999999,False,17033064.579946164,True
4.32,0.23424999999999999,False,17033064.579946164,True
4.32,0.23424999999999999,False,17033064.579946164,True
4.32,0.23424999999999999,False,17033064.579946164,True
4.32,0.23424999999999999,False,17033064.579946164,True
4.32,0.23424999999999999,False,17033064.579946164,True
4.32,0.23424999999999999,False,17033064.579946164,True
4.32,0.23424999999999999,False,17033064.579946164,True
4.32,0.23424999999999999,False,17033064.579946164,True
4.32,0.23450000000000001,False,17033064.579946164,True
4.32,0.23450000000000001,False,17033064.579946164,True
4.32,0.23450000000000001,False,17033064.579946164,True
4.32,0.23450000000000001,False,17033064.579946164,True
4.32,0.23450000000000001,False,17033064.579946164,True
4.32,0.23450000000000001,False,17033064.579946164,True
4.32,0.23450000000000001,False,17033064.579946164,True
4.32,0.23450000000000001,False,17033064.579946164,True
4.32,0.23450000000000001,False,17033064.579946164,True
4.32,0.23450000000000001,False,17033064.579946164,True
4.32,0.23450000000000001,False,17033064.579946164,True
4.32,0.23450000000000001,False,17033064.579946164,True
4.32,0.23450000000000001,False,17033064.579946164,True
4.32,0.23450000000000001,False,17033064.579946164,True
4.32,0.23450000000000001,False,17033064.579946164,True
4.32,0.23450000000000001,False,17033064.579946164,True
4.32,0.23450000000000001,False,17033064.579946164,True
4.32,0.23450000000000001,False,17033064.579946164,True
4.32,0.23450000000000001,False,17033064.579946164,True
4.32,0.23450000000000001,False,17033064.579946164,True
4.32,0.23475000000000004,False,17033064.579946164,True
4.32,0.23475000000000004,False,17033064.579946164,True
4.32,0.23475000000000004,False,17033064.579946164,True
4.32,0.23475000000000004,False,17033064.579946164,True
4.32,0.23475000000000004,False,17033064.579946164,True
4.32,0.23475000000000004,False,17033064.579946164,True
4.32,0.23475000000000004,False,17033064.579946164,True
4.32,0.23475000000000004,False,17033064.579946164,True
4.32,0.23475000000000004,False,17033064.579946164,True
4.32,0.23475000000000004,False,17033064.579946164,True
4.32,0.23475000000000004,False,17033064.579946164,True
4.32,0.23475000000000004,False,17033064.579946164,True
4.32,0.23475000000000004,False,17033064.579946164,True
4.32,0.23475000000000004,False,17033064.579946164,True
4.32,0.23475000000000004,False,17033064.579946164,True
4.32,0.23475000000000004,False,17033064.579946164,True
4.32,0.23475000000000004,False,17033064.579946164,True
4.32,0.23475000000000004,False,17033064.579946164,True
4.32,0.23475000000000004,False,17033064.579946164,True
4.32,0.23475000000000004,False,17033064.579946164,True
4.32,0.23500000000000001,False,17033064.579946164,True
4.32,0.23500000000000001,False,17033064.579946164,True
4.32,0.23500000000000001,False,17033064.579946164,True
4.32,0.23500000000000001,False,17033064.579946164,True
4.32,0.23500000000000001,False,17033064.579946164,True
4.32,0.23500000000000001,False,17033064.579946164,True
4.32,0.23500000000000001,False,17033064.579946164,True
4.32,0.23500000000000001,False,17033064.579946164,True
4.32,0.23500000000000001,False,17033064.579946164,True
4.32,0.23500000000000001,False,17033064.579946164,True
4.32,0.23500000000000001,False,17033064.579946164,True
4.32,0.23500000000000001,False,17033064.579946164,True
4.32,0.23500000000000001,False,17033064.579946164,True
4.32,0.23500000000000001,False,17033064.579946164,True
4.32,0.23500000000000001,False,17033064.579946164,True
4.32,0.23500000000000001,False,17033064.579946164,True
4.32,0.23500000000000001,False,17033064.579946164,True
4.32,0.23500000000000001,False,17033064.579946164,True
4.32,0.23500000000000001,False,17033064.579946164,True
4.32,0.23500000000000001,False,17033064.579946164,True
4.32,0.23525,False,17033064.579946164,True
4.32,0.23525,False,17033064.579946164,True
4.32,0.23525,False,17033064.579946164,True
4.32,0.23525,False,17033064.579946164,True
4.32,0.23525,False,17033064.579946164,True
4.32,0.23525,False,17033064.579946164,True
4.32,0.23525,False,17033064.579946164,True
4.32,0.23525,False,17033064.579946164,True
4.32,0.23525,False,17033064.579946164,True
4.32,0.23525,False,17033064.579946164,True
4.32,0.23525,False,17033064.579946164,True
4.32,0.23525,False,17033064.579946164,True
4.32,0.23525,False,17033064.579946164,True
4.32,0.23525,False,17033064.579946164,True
4.32,0.23525,False,17033064.579946164,True
4.32,0.23525,False,17033064.579946164,True
4.32,0.23525,False,17033064.579946164,True
4.32,0.23525,False,17033064.579946164,True
4.32,0.23525,False,17033064.579946164,True
4.32,0.23525,False,17033064.579946164,True
4.32,0.23550000000000001,False,17033064.579946164,True
4.32,0.23550000000000001,False,17033064.579946164,True
4.32,0.23550000000000001,False,17033064.579946164,True
4.32,0.23550000000000001,False,17033064.579946164,True
4.32,0.23550000000000001,False,17033064.579946164,True
4.32,0.23550000000000001,False,17033064.579946164,True
4.32,0.23550000000000001,False,17033064.579946164,True
4.32,0.23550000000000001,False,17033064.579946164,True
4.32,0.23550000000000001,False,17033064.579946164,True
4.32,0.23550000000000001,False,17033064.579946164,True
4.32,0.23550000000000001,False,17033064.579946164,True
4.32,0.23550000000000001,False,17033064.579946164,True
4.32,0.23550000000000001,False,17033064.579946164,True
4.32,0.23550000000000001,False,17033064.579946164,True
4.32,0.23550000000000001,False,17033064.579946164,True
4.32,0.23550000000000001,False,17033064.579946164,True
4.32,0.23550000000000001,False,17033064.579946164,True
4.32,0.23550000000000001,False,17033064.579946164,True
4.32,0.23550000000000001,False,17033064.579946164,True
4.32,0.23550000000000001,False,17033064.579946164,True
4.32,0.23575000000000004,False,17033064.579946164,True
4.32,0.23575000000000004,False,17033064.579946164,True
4.32,0.23575000000000004,False,17033064.579946164,True
4.32,0.23575000000000004,False,17033064.579946164,True
4.32,0.23575000000000004,False,17033064.579946164,True
4.32,0.23575000000000004,False,17033064.579946164,True
4.32,0.23575000000000004,False,17033064.579946164,True
4.32,0.23575000000000004,False,17033064.579946164,True
4.32,0.23575000000000004,False,17033064.579946164,True
4.32,0.23575000000000004,False,17033064.579946164,True
4.32,0.23575000000000004,False,17033064.579946164,True
4.32,0.23575000000000004,False,17033064.579946164,True
4.32,0.23575000000000004,False,17033064.579946164,True
4.32,0.23575000000000004,False,17033064.579946164,True
4.32,0.23575000000000004,False,17033064.579946164,True
4.32,0.23575000000000004,False,17033064.579946164,True
4.32,0.23575000000000004,False,17033064.579946164,True
4.32,0.23575000000000004,False,17033064.579946164,True
4.32,0.23575000000000004,False,17033064.579946164,True
4.32,0.23575000000000004,False,17033064.579946164,True
4.32,0.23600000000000002,False,17033064.579946164,True
4.32,0.23600000000000002,False,17033064.579946164,True
4.32,0.23600000000000002,False,17033064.579946164,True
4.32,0.23600000000000002,False,17033064.579946164,True
4.32,0.23600000000000002,False,17033064.579946164,True
4.32,0.23600000000000002,False,17033064.579946164,True
4.32,0.23600000000000002,False,17033064.579946164,True
4.32,0.23600000000000002,False,17033064.579946164,True
4.32,0.23600000000000002,False,17033064.579946164,True
4.32,0.23600000000000002,False,17033064.579946164,True
4.32,0.23600000000000002,False,17033064.579946164,True
4.32,0.23600000000000002,False,17033064.579946164,True
4.32,0.23600000000000002,False,17033064.579946164,True
4.32,0.23600000000000002,False,17033064.579946164,True
4.32,0.23600000000000002,False,17033064.579946164,True
4.32,0.23600000000000002,False,17033064.579946164,True
4.32,0.23600000000000002,False,17033064.579946164,True
4.32,0.23600000000000002,False,17033064.579946164,True
4.32,0.23600000000000002,False,17033064.579946164,True
4.32,0.23600000000000002,False,17033064.579946164,True
4.32,0.23625,False,17033064.579946164,True
4.32,0.23625,False,17033064.579946164,True
4.32,0.23625,False,17033064.579946164,True
4.32,0.23625,False,17033064.579946164,True
4.32,0.23625,False,17033064.579946164,True
4.32,0.23625,False,17033064.579946164,True
4.32,0.23625,False,17033064.579946164,True
4.32,0.23625,False,17033064.579946164,True
4.32,0.23625,False,17033064.579946164,True
4.32,0.23625,False,17033064.579946164,True
4.32,0.23625,False,17033064.579946164,True
4.32,0.23625,False,17033064.579946164,True
4.32,0.23625,False,17033064.579946164,True
4.32,0.23625,False,17033064.579946164,True
4.32,0.23625,False,17033064.579946164,True
4.32,0.23625,False,17033064.579946164,True
4.32,0.23625,False,17033064.579946164,True
4.32,0.23625,False,17033064.579946164,True
4.32,0.23625,False,17033064.579946164,True
4.32,0.23625,False,17033064.579946164,True
4.32,0.23650000000000002,False,17033064.579946164,True
4.32,0.23650000000000002,False,17033064.579946164,True
4.32,0.23650000000000002,False,17033064.579946164,True
4.32,0.23650000000000002,False,17033064.579946164,True
4.32,0.23650000000000002,False,17033064.579946164,True
4.32,0.23650000000000002,False,17033064.579946164,True
4.32,0.23650000000000002,False,17033064.579946164,True
4.32,0.23650000000000002,False,17033064.579946164,True
4.32,0.23650000000000002,False,17033064.579946164,True
4.32,0.23650000000000002,False,17033064.579946164,True
4.32,0.23650000000000002,False,17033064.579946164,True
4.32,0.23650000000000002,False,17033064.579946164,True
4.32,0.23650000000000002,False,17033064.579946164,True
4.32,0.23650000000000002,False,17033064.579946164,True
4.32,0.23650000000000002,False,17033064.579946164,True
4.32,0.23650000000000002,False,17033064.579946164,True
4.32,0.23650000000000002,False,17033064.579946164,True
4.32,0.23650000000000002,False,17033064.579946164,True
4.32,0.23650000000000002,False,17033064.579946164,True
4.32,0.23650000000000002,False,17033064.579946164,True
4.32,0.23675000000000004,False,17033064.579946164,True
4.32,0.23675000000000004,False,17033064.579946164,True
4.32,0.23675000000000004,False,17033064.579946164,True
4.32,0.23675000000000004,False,17033064.579946164,True
4.32,0.23675000000000004,False,17033064.579946164,True
4.32,0.23675000000000004,False,17033064.579946164,True
4.32,0.23675000000000004,False,17033064.579946164,True
4.32,0.23675000000000004,False,17033064.579946164,True
4.32,0.23675000000000004,False,17033064.579946164,True
4.32,0.23675000000000004,False,17033064.579946164,True
4.32,0.23675000000000004,False,17033064.579946164,True
4.32,0.23675000000000004,False,17033064.579946164,True
4.32,0.23675000000000004,False,17033064.579946164,True
4.32,0.23675000000000004,False,17033064.579946164,True
4.32,0.23675000000000004,False,17033064.579946164,True
4.32,0.23675000000000004,False,17033064.579946164,True
4.32,0.23675000000000004,False,17033064.579946164,True
4.32,0.23675000000000004,False,17033064.579946164,True
4.32,0.23675000000000004,False,17033064.579946164,True
4.32,0.23675000000000004,False,17033064.579946164,True
4.32,0.23700000000000002,False,17033064.579946164,True
4.32,0.23700000000000002,False,17033064.579946164,True
4.32,0.23700000000000002,False,17033064.579946164,True
4.32,0.23700000000000002,False,17033064.579946164,True
4.32,0.23700000000000002,False,17033064.579946164,True
4.32,0.23700000000000002,False,17033064.579946164,True
4.32,0.23700000000000002,False,17033064.579946164,True
4.32,0.23700000000000002,False,17033064.579946164,True
4.32,0.23700000000000002,False,17033064.579946164,True
4.32,0.23700000000000002,False,17033064.579946164,True
4.32,0.23700000000000002,False,17033064.579946164,True
4.32,0.23700000000000002,False,17033064.579946164,True
4.32,0.23700000000000002,False,17033064.579946164,True
4.32,0.23700000000000002,False,17033064.579946164,True
4.32,0.23700000000000002,False,17033064.579946164,True
4.32,0.23700000000000002,False,17033064.579946164,True
4.32,0.23700000000000002,False,17033064.579946164,True
4.32,0.23700000000000002,False,17033064.579946164,True
4.32,0.23700000000000002,False,17033064.579946164,True
4.32,0.23700000000000002,False,17033064.579946164,True
4.65,0.231,True,17034345.84616489,True
4.65,0.231,True,17034345.84616489,True
4.65,0.231,True,17034345.84616489,True
4.65,0.231,True,17034345.84616489,True
4.65,0.231,True,17034345.84616489,True
4.65,0.231,True,17034345.84616489,True
4.65,0.231,True,17034345.84616489,True
4.65,0.231,True,17034345.84616489,True
4.65,0.231,True,17034345.84616489,True
4.65,0.231,True,17034345.84616489,True
4.65,0.231,True,17034345.84616489,True
4.65,0.231,True,17034345.84616489,True
4.65,0.231,True,17034345.84616489,True
4.65,0.231,True,17034345.84616489,True
4.65,0.231,True,17034345.84616489,True
4.65,0.231,True,17034345.84616489,True
4.65,0.231,True,17034345.84616489,True
4.65,0.231,True,17034345.84616489,True
4.65,0.231,True,17034345.84616489,True
4.65,0.231,True,17034345.84616489,True
4.65,0.23125,True,17034345.84616489,True
4.65,0.23125,True,17034345.84616489,True
4.65,0.23125,True,17034345.84616489,True
4.65,0.23125,True,17034345.84616489,True
4.65,0.23125,True,17034345.84616489,True
4.65,0.23125,True,17034345.84616489,True
4.65,0.23125,True,17034345.84616489,True
4.65,0.23125,True,17034345.84616489,True
4.65,0.23125,True,17034345.84616489,True
4.65,0.23125,True,17034345.84616489,True
4.65,0.23125,True,17034345.84616489,True
4.65,0.23125,True,17034345.84616489,True
4.65,0.23125,True,17034345.84616489,True
4.65,0.23125,True,17034345.84616489,True
4.65,0.23125,True,17034345.84616489,True
4.65,0.23125,True,17034345.84616489,True
4.65,0.23125,True,17034345.84616489,True
4.65,0.23125,True,17034345.84616489,True
4.65,0.23125,True,17034345.84616489,True
4.65,0.23125,True,17034345.84616489,True
4.65,0.2315,True,17034345.84616489,True
4.65,0.2315,True,17034345.84616489,True
4.65,0.2315,True,17034345.84616489,True
4.65,0.2315,True,17034345.84616489,True
4.65,0.2315,True,17034345.84616489,True
4.65,0.2315,True,17034345.84616489,True
4.65,0.2315,True,17034345.84616489,True
4.65,0.2315,True,17034345.84616489,True
4.65,0.2315,True,17034345.84616489,True
4.65,0.2315,True,17034345.84616489,True
4.65,0.2315,True,17034345.84616489,True
4.65,0.2315,True,17034345.84616489,True
4.65,0.2315,True,17034345.84616489,True
4.65,0.2315,True,17034345.84616489,True
4.65,0.2315,True,17034345.84616489,True
4.65,0.2315,True,17034345.84616489,True
4.65,0.2315,True,17034345.84616489,True
4.65,0.2315,True,17034345.84616489,True
4.65,0.2315,True,17034345.84616489,True
4.65,0.2315,True,17034345.84616489,True
4.65,0.23175,False,17034345.84616489,True
4.65,0.23175,False,17034345.84616489,True
4.65,0.23175,False,17034345.84616489,True
4.65,0.23175,False,17034345.84616489,True
4.65,0.23175,False,17034345.84616489,True
4.65,0.23175,False,17034345.84616489,True
4.65,0.23175,False,17034345.84616489,True
4.65,0.23175,False,17034345.84616489,True
4.65,0.23175,False,17034345.84616489,True
4.65,0.23175,False,17034345.84616489,True
4.65,0.23175,False,17034345.84616489,True
4.65,0.23175,False,17034345.84616489,True
4.65,0.23175,False,17034345.84616489,True
4.65,0.23175,False,17034345.84616489,True
4.65,0.23175,False,17034345.84616489,True
4.65,0.23175,False,17034345.84616489,True
4.65,0.23175,False,17034345.84616489,True
4.65,0.23175,False,17034345.84616489,True
4.65,0.23175,False,17034345.84616489,True
4.65,0.23175,False,17034345.84616489,True
4.65,0.232,False,17034345.84616489,True
4.65,0.232,False,17034345.84616489,True
4.65,0.232,False,17034345.84616489,True
4.65,0.232,False,17034345.84616489,True
4.65,0.232,False,17034345.84616489,True
4.65,0.232,False,17034345.84616489,True
4.65,0.232,False,17034345.84616489,True
4.65,0.232,False,17034345.84616489,True
4.65,0.232,False,17034345.84616489,True
4.65,0.232,False,17034345.84616489,True
4.65,0.232,False,17034345.84616489,True
4.65,0.232,False,17034345.84616489,True
4.65,0.232,False,17034345.84616489,True
4.65,0.232,False,17034345.84616489,True
